geneID	d07ctrl031	d07ctrl032	d07ctrl033	d07ctrl034	d07ctrl035	d07ctrl036	d07ctrl037	d07ctrl038	d07ctrl039	d07ctrl040	d07sub041	d07sub042	d07sub043	d07sub044	d07sub045	d07sub046	d07sub047	d07sub048	d07sub049	d07sub050	d07ther051	d07ther052	d07ther053	d07ther054	d07ther055	d07ther056	d07ther057	d07ther058	d07ther059	d07ther060	d35ctrl091	d35ctrl092	d35ctrl093	d35ctrl094	d35ctrl095	d35ctrl096	d35ctrl097	d35ctrl098	d35ctrl099	d35ctrl100	d35sub101	d35sub102	d35sub103	d35sub104	d35sub105	d35sub106	d35sub107	d35sub108	d35sub109	d35sub110	d35ther111	d35ther112	d35ther113	d35ther114	d35ther115	d35ther116	d35ther117	d35ther118	d35ther119	d35ther120	d78ctrl181	d78ctrl182	d78ctrl183	d78ctrl184	d78ctrl185	d78ctrl186	d78ctrl187	d78ctrl188	d78ctrl189	d78ex1sub	d78ex2sub	d78ex3sub	d78sub191	d78sub192	d78sub193	d78sub194	d78sub195	d78sub196	d78sub197	d78sub198	d78sub199	d78sub200	d78ther201	d78ther202	d78ther203	d78ther204	d78ther205	d78ther206	d78ther207	d78ther208	d78ther209	d78ther210
gene_1640236	40	30	5	10	10	33	16	4	4	30	3	3	1	6	25	13	16	4	11	5	12	26	11	14	6	40	39	0	15	8	5	17	39	0	2	9	17	1	9	2	8	11	11	19	14	13	18	30	5	0	35	3	1	2	9	6	8	16	8	14	2	2	0	5	3	6	7	5	0	6	2	5	5	4	13	0	1	0	12	3	5	1	4	8	1	7	5	2	2	4	0	8
gene_1645641	67	20	9	0	34	3	1	60	5	36	55	37	63	6	30	8	25	97	43	27	8	42	17	70	7	14	1	1	34	42	0	3	5	0	1	0	5	0	1	3	3	9	3	2	0	7	1	11	0	3	97	2	3	2	3	1	0	5	3	10	2	0	5	1	1	2	3	0	5	0	0	1	1	0	9	0	0	1	0	0	0	0	6	53	1	20	0	2	9	0	5	0
gene_1649125	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	2	1	4	0	0	1	1	0	0	0	0	0	0	0	0	2	0	2	2	0	2	2	0	2	1	2	0	0	0	1	1	0	0	1	0	0	1	1	3	2	0	1	0	0	0	2	1	1	1	0	0	1	0	0	0	1	4	0	0
gene_1666818	9	2	0	0	0	6	1	0	7	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	6	0	0	0	0	0	0	1	0	4	2	0	0	5	1	0	1	0	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	6	0	2	0	2	2	1	3	0	0	0	0	0	0	1	0	0	0	2	5	0	1	3	3	2	1	0	4	3	0	1	12
gene_1680959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1680960	103	33	11	4	30	7	0	69	2	35	63	34	51	11	23	2	17	72	28	26	14	56	17	56	8	35	8	2	44	32	0	0	1	3	2	3	6	0	1	0	4	3	3	0	0	6	1	8	1	1	75	4	3	5	5	2	1	3	2	4	0	0	3	0	1	1	0	2	4	2	1	1	8	0	10	0	1	0	3	0	0	0	8	42	1	23	0	4	0	0	1	3
gene_1695132	69	20	13	4	23	2	0	64	0	30	57	32	50	6	37	4	14	107	39	23	17	64	14	78	6	21	1	1	43	54	1	0	2	0	2	6	7	0	0	1	2	5	0	0	1	3	0	12	4	0	108	4	2	7	3	1	1	7	4	7	0	0	5	3	0	3	0	1	5	1	0	0	2	0	2	1	0	3	1	0	0	0	9	30	1	12	0	7	3	0	9	1
gene_1717034	12	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	2	0	3	0	1	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	17	0	1	0	0	2	0	0	0
gene_1725696	608	177	100	6	159	32	2	396	17	210	295	219	188	32	184	18	76	389	148	130	78	336	83	383	22	163	45	10	255	265	3	2	2	5	9	1	12	1	1	5	9	9	5	0	1	35	9	34	2	7	347	13	10	10	13	16	10	13	12	27	7	1	14	2	1	4	2	7	7	6	0	4	12	4	38	2	3	2	1	3	1	1	41	124	5	68	6	10	6	13	14	13
gene_1725697	5	1	3	0	0	0	0	5	0	4	2	1	0	0	1	0	0	3	0	1	1	5	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1749191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1751137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	3	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	3	6	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1765929	10	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	3	1	0	0	0	0	2	2	0	1	1	0	0	1	2	0	0	3	0	4	2	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0
gene_1765930	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	2	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	3	5	0	2	5	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1
gene_1769825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	4	0	19	7	1	0
gene_1776095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	0	8	0	0	0	0	0	0	0	0	0	2	0	1	5	0	3	2	0	2	9	23	4	0	5	0	19	5	0	8	0	1	72	0	11	13	18	4	14	0	0	0	5	20	0	0	3	2	5	0	25	3	5	5	20
gene_1790590	0	0	0	0	0	0	9	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	41	4	47	11	6	71	2	0	16	6	11	1	3	3	1	0	0	0	0	0	0	4	0	0	0	1	4	52	1	8	3	5	0	0	0	0	11	6	2	12	0	0	5	7	1	0	1	16	28	16	37	28	15	113	5	24	8
gene_1805973	49	3	2	0	4	1	3	19	2	13	51	21	18	4	10	0	10	52	18	20	6	51	13	48	2	15	0	0	33	38	1	3	4	2	11	4	14	0	3	2	8	6	3	5	0	14	4	24	1	1	193	8	3	0	12	2	6	8	6	3	5	0	10	6	5	4	0	4	19	1	1	3	15	3	31	1	1	5	1	0	3	2	24	141	4	51	2	8	4	4	9	8
gene_1811014	421	215	312	82	108	250	309	369	417	171	116	164	32	465	168	261	185	98	49	178	191	142	359	163	516	426	260	0	200	317	592	318	382	320	297	346	200	372	341	377	364	332	290	401	530	419	381	379	305	212	99	215	153	433	270	316	201	281	278	236	274	383	282	388	384	337	305	303	351	286	70	404	240	151	655	234	204	263	377	407	115	391	334	253	163	423	82	218	288	280	228	351
gene_1818592	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene_18221	1	6	0	0	0	73	2	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	262	75	0	85	1	0	42	281	117	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	262	479	599	206	836	103	372	214	392	67	25	495	131	221	1173	66	314	147	547	221	4	34	1	0	0	1	1	169	1	49	1	247
gene_1828188	18	17	17	17	5	1	5	5	12	8	0	2	2	0	18	0	2	5	0	27	1	0	0	2	4	2	0	0	5	0	85	71	5	6	7	41	57	10	3	15	9	35	11	2	25	34	27	2	23	0	22	14	0	83	0	0	5	12	0	5	3	3	2	0	0	4	2	10	1	0	1	1	0	1	2	0	0	1	2	0	1	6	0	0	1	2	1	1	8	0	1	0
gene_1837225	77	13	14	0	19	5	0	53	0	29	56	25	11	9	19	2	9	63	20	14	6	50	13	36	4	25	7	2	20	34	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
gene_1846558	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	6	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	39	34	24	13	20	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene_1860349	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	13	52	180	33	39	74	24	17	18	37	8	0	0	0	0	1	0	9	16	0	0	0	0	0	0	0	1	0	0	0	0	1	17	43	5	16	28	0	39	20	0	5	6	40	0	1	0	0	5	0	16	9	6	55	4	82	7	10	15	76	39	107
gene_1863706	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	1	0	2	1	0	1	1	2	7	5	0	0	0	0	3	0
gene_1882251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	4	0	0	0	0	0	4	0	0	0	4	0	32	0	15	1	6	0	21	60	67	0	1	3	0	0	0	0	183	30	0	0	0	53	0	0	0	0	0	0	0	0	0	0
gene_188588	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	8	31	13	10	47	15	110	60	0	0	8	1	0	3	0	3	2	4	2	1	0	0	0	1	0	0	0	2	2	0	3
gene_1890572	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	1	0	1	33	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1891311	29	3	0	0	5	9	7	9	0	1	3	1	0	20	7	4	1	2	0	9	0	5	35	0	5	34	4	0	0	19	5	43	13	9	5	9	12	5	4	5	16	4	21	28	49	35	20	10	16	13	8	13	7	28	25	39	9	3	1	10	7	1	4	6	15	3	2	7	6	2	0	2	9	2	8	4	2	7	3	2	12	2	9	6	0	1	0	0	12	4	3	12
gene_192019	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	1	2	0	0	0	0	0	0	0	0	3	2	0	1	0	0	1	0	10	0	0	0	2	5	1	5	3	4	4	1	1	0	7	5	0	0	4	1	2	1	0	0	0	1	0	5	1	0	2	1	2	0	0	0	0	0	1
gene_1931344	1	2	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	1	0	2	3	1	2	2	0	0	1	1	2	0	0	0	0	1	0	2	1	0	1	3	0	2	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	4	2	0	2	0	0	0	0	0
gene_1931969	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	1	0	1	5	0	1	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	25	0	10	0	0	0	0	0	10	0	0	0
gene_1946317	11	13	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	1	0	14	0	0	0	2	0	0	31	0	0	0	0	9	0	2	0	0	27	2	0	0	35	0	8	4	10	11	7	17	28	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	3	0	1	22	24	3	2	0	0	0	17	8	0	69	67	5	65	77	57	11	8	22	66
gene_1962685	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	5	0	2	0	0	0	0	1	0
gene_1983811	505	113	54	9	153	24	7	354	16	179	289	210	208	32	122	16	91	410	149	122	65	276	68	308	29	137	55	5	286	277	2	4	9	7	3	3	8	0	0	5	4	18	6	1	1	39	5	32	1	4	357	12	11	10	12	12	1	20	6	23	4	2	15	3	7	2	1	9	17	2	0	5	18	2	31	3	3	5	0	0	1	0	38	133	9	90	2	21	17	5	25	10
gene_1983812	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
gene_1993875	19	15	3	0	9	1	0	18	1	11	11	4	23	3	7	2	2	17	8	7	2	24	5	22	0	9	4	0	9	11	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	4	0	1	21	0	1	1	2	1	0	1	1	4	0	0	0	1	0	0	0	2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	4	7	0	5	0	1	2	2	2	0
gene_1997733	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	4	1	0	1	1	1	1	2	2	0	2	0	1	0	0	3	2	0	0	1	1	0	0	0	0	0	1	0	2	7	0	3	0
gene_1997735	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	6	0	0	1	0	1	0	2	4	0	3	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	1	1	0	0	1	1	0	0	1	3	2	2	0	8	0	0	2	0	3	1	1	3	0	0	1	1	0	1	2	1	5	0	1	1
gene_2027443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	10	1	12	1	2	9	2	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	0	1
gene_2031301	1050	577	578	259	200	784	446	522	675	594	623	194	281	696	789	843	849	358	125	438	858	891	558	366	534	875	716	6	402	242	580	854	613	484	559	597	647	484	497	801	986	719	543	501	1043	546	993	1062	673	319	376	936	723	995	610	515	714	823	740	835	634	903	807	603	617	527	356	712	517	354	117	865	422	314	1108	265	438	833	660	732	511	572	764	399	345	681	215	309	618	764	572	517
gene_2031316	39	36	10	8	13	8	27	11	13	14	9	5	6	2	13	5	13	17	0	5	1	9	1	1	1	3	3	0	2	2	8	3	27	14	35	40	22	21	26	21	13	35	0	16	5	1	8	7	8	9	11	8	12	5	10	2	6	7	16	4	13	4	36	5	20	33	1	4	23	0	5	25	15	10	11	11	2	8	3	8	5	16	13	15	5	13	0	10	17	2	2	1
gene_2034046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	9	1	12	2	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2039337	5	1	0	0	2	0	0	6	1	3	0	1	2	0	1	0	1	1	1	0	0	15	1	4	3	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
gene_2057334	6	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	51	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
gene_2057335	552	143	65	5	121	27	6	303	20	147	255	162	180	30	154	12	72	317	158	123	72	260	57	267	27	133	49	5	215	183	3	11	3	2	4	7	10	0	0	6	7	12	4	1	1	30	4	26	0	4	349	14	5	3	18	11	10	17	12	26	5	5	14	3	2	5	0	4	12	4	0	4	14	2	28	2	6	6	2	1	1	0	48	139	9	91	3	15	16	4	16	9
gene_2085758	10	1	7	4	9	24	10	10	27	4	23	11	1	19	4	61	27	2	13	5	2	16	10	2	1	8	11	0	18	0	11	17	16	13	8	8	10	8	6	11	17	2	1	5	11	11	2	16	1	9	3	8	4	13	11	5	5	15	2	9	2	1	1	5	5	0	0	8	1	1	0	4	2	3	12	0	5	1	0	8	0	8	5	2	1	9	0	3	3	0	3	5
gene_2091850	34	74	1	2	1	15	9	81	0	61	69	19	123	123	28	2	27	41	334	24	395	368	232	48	17	186	2	0	566	0	41	22	23	51	5	27	9	36	19	46	76	0	6	13	50	4	110	14	72	0	1	58	2	0	27	1	28	148	21	8	1	0	6	2	22	2	2	3	0	12	7	6	6	44	8	8	2	0	3	6	38	0	20	31	8	65	12	14	42	0	29	23
gene_209683	0	0	0	0	0	0	0	0	5	2	0	0	0	0	1	0	0	0	0	2	0	3	0	1	0	4	1	0	0	3	0	0	0	0	4	0	0	0	0	1	0	346	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	620	18	94	1	299	1	1	359	90	2	1	291	28	3	1	22	3	166	144	0	2	252	0	0	10	17	2	24	25	1	0	59
gene_2126158	41	9	12	0	21	0	0	31	1	19	27	23	27	4	11	2	6	44	20	10	4	30	3	40	4	8	5	1	15	26	1	2	1	1	0	0	2	0	0	0	1	1	1	0	1	2	1	3	0	0	56	2	1	0	6	0	5	0	1	5	1	0	0	1	1	0	1	0	0	0	0	1	3	1	4	0	0	0	0	1	0	0	5	19	0	13	0	3	1	3	6	5
gene_2128430	0	3	19	0	3	0	0	0	7	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	26	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	3	0	1	2	0	0	2	0	2	0	0	0	0	0	0	1	1	1	1	0	7	0	0	0	0	0	0	0	0	0	0
gene_2154214	111	36	21	2	46	14	2	92	3	47	74	66	34	14	30	2	18	105	33	27	18	63	10	91	2	40	8	1	44	59	0	0	0	0	0	0	2	0	0	2	0	2	0	0	0	1	0	0	0	0	31	2	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	1	0
gene_2154216	3	0	0	0	1	0	0	0	0	0	3	1	1	1	0	0	6	2	0	0	2	7	0	3	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	2	0	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	1	0	3	21	0	4	0	1	1	1	3	3
gene_2154911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	18	0	2	1	0	0	6	0	3	11	2	5	2	12	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0
gene_2162319	10	4	2	0	5	0	0	4	0	3	0	2	19	1	1	0	4	6	10	5	0	4	0	7	0	1	1	0	3	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	5	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0
gene_2190698	0	3	5	0	1	1	3	1	14	4	4	0	0	3	3	5	21	12	0	4	0	19	19	3	8	34	24	0	14	3	3	73	5	0	0	1	1	5	74	0	1	1	1	2	4	1	3	1	8	0	1	0	9	9	0	5	1	2	0	1	2	4	149	5	0	1	7	1	0	30	0	3	0	0	7	0	0	1	1	2	3	15	25	13	7	23	6	15	15	5	8	8
gene_2196235	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gene_2200035	99	37	14	0	35	8	2	69	2	48	66	42	56	10	31	6	14	103	36	35	12	71	24	63	2	35	8	1	72	74	0	0	0	1	3	0	1	0	0	2	4	4	4	4	0	10	1	7	1	3	101	7	2	3	10	1	4	3	2	6	1	0	1	1	0	0	0	2	4	3	0	0	1	0	8	1	2	2	0	0	1	0	5	40	0	21	3	1	6	6	8	2
gene_2200036	78	24	10	1	30	5	0	64	4	20	51	31	20	4	23	4	15	54	23	16	16	40	7	46	5	24	6	0	32	35	0	4	0	0	0	1	1	0	1	1	0	0	0	0	0	2	1	2	0	0	32	2	0	0	0	0	0	3	0	1	1	0	0	0	0	0	1	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	10	2	5	0	4	4	0	6	3
gene_2224541	13	6	4	2	7	0	2	2	1	3	7	3	21	2	9	1	0	21	9	8	1	12	3	10	0	7	4	2	10	3	0	1	0	0	1	0	6	1	0	0	0	0	0	1	0	0	0	5	1	0	17	3	0	0	2	0	0	1	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	6	0	1	5	1	1	1	2	3	12	2	16	1	0	4	1	4	0
gene_2224542	214	61	51	2	70	14	3	160	9	68	130	70	81	21	75	8	35	171	54	51	39	124	30	134	14	73	22	4	92	101	0	2	3	2	4	2	13	0	1	1	5	2	1	0	1	12	1	11	8	3	177	5	9	5	13	4	1	10	8	15	1	0	7	3	0	1	0	2	7	2	1	4	4	0	14	0	1	3	1	1	0	4	15	75	0	37	6	10	6	1	11	2
gene_2224543	3	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	3	0	0	0	2	0	0
gene_2234271	120	23	2	0	0	2	1	9	2	0	1	1	6	1	12	0	7	27	0	31	1	7	10	0	1	3	4	0	3	0	21	15	20	27	17	6	40	18	26	19	6	14	2	10	49	2	14	21	14	6	3	13	3	20	47	17	89	42	35	5	4	7	2	11	15	1	0	19	17	15	0	9	1	2	23	10	4	15	8	5	15	6	5	3	1	3	4	5	3	9	10	16
gene_2247521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	2	3	2	3	4	6	0	11	0	0	1	5	1	0	3	2	0	0	2	0	0	0	1	0	1
gene_2249447	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	1	0	0	44	0	1	0	1	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
gene_2250903	12	7	2	2	26	0	0	5	2	2	12	7	40	0	10	0	7	30	17	13	4	33	6	27	0	13	1	1	20	9	0	0	0	1	0	0	5	1	0	1	1	3	1	1	0	7	1	14	0	0	45	2	2	0	6	1	1	12	6	8	1	1	5	0	0	1	1	1	1	0	0	2	0	1	13	1	1	2	0	1	1	0	9	48	1	26	0	5	3	2	13	2
gene_2259555	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	4	5	2	0	1	1	2	0	1	2	4	0	2	0	1	0	1	6	15	0	1	4	0	1	2	0	0	12	0	2
gene_2274570	1	1	1	0	0	0	0	2	0	0	0	0	1	0	4	0	1	1	0	1	0	1	0	0	0	0	0	0	4	0	3	3	0	2	1	1	6	0	0	1	1	7	0	0	7	3	2	1	0	0	4	4	0	0	7	1	1	0	1	0	1	2	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0
gene_2276827	43	38	2	109	90	8	6	4	3	1	44	17	15	85	40	162	90	7	0	9	7	5	18	3	89	36	111	0	2	48	40	7	49	66	22	48	40	21	8	1	1	64	14	1	17	8	2	63	20	61	4	1	43	5	38	2	2	1	1	2	0	0	0	1	0	0	0	0	0	0	5	6	0	4	0	4	2	3	0	1	15	0	6	9	0	9	7	25	0	0	2	7
